30472	1
26439	1
30499	0
30414	0
24881	3
30180	3
26041	0
7535	0
26327	3
8753	0
30555	0
21134	0
3596	0
28816	0
23706	3
30166	0

26727	0
30417	0
28373	0
26327	3
30322	3
30440	3
8415	0
30209	0
29626	0
26914	0
25422	0
26656	0
30199	0
30338	0
26041	0
13585	0
30323	0
26962	0
3596	0
30417	0
27159	3
30154	0
30472	3
30156	0
30414	0
30338	0
28941	0
30166	0

21732	0
30641	4
30199	4
30465	4
2446	0
11590	0
10040	0
26327	3
4893	0
9720	0
30520	0
28373	0
9208	0
29275	0
12518	0
30417	0
30555	0
21134	0
3252	0
30154	0
14813	0
30156	0
9945	0
15037	0
8734	0
26656	0
26327	3
8669	0
26041	0
30417	0
28373	0
24881	3
30180	3
44	0
26950	3
28780	3
30414	0
30472	3
30499	0
30166	0

455	0
30417	0
28373	0
26327	3
25870	0
5305	0
26399	0
2824	0
30520	0
4944	0
28560	3
25727	3
25497	3
30488	0
30164	0
6534	0
28816	0
28373	0
26041	0
30417	0
25611	3
25928	3
30414	0
23706	3
30166	0

7169	0
13853	0
15670	0
10040	0
21174	3
27009	3
17158	0
7958	0
12518	0
9945	0
10115	0
2808	0
30472	3
30499	0
9381	0
24881	3
30180	3
26041	0
30166	0

438	0
268	0
12114	0
2085	0
9454	0
26656	0
13800	0
12859	0
30414	0
28373	0
27096	0
30417	0
15653	0
27124	0
28373	0
26327	3
26914	0
25996	0
30166	0

9407	0
21131	1
30180	1
27076	1
12157	0
30280	1
30203	1
30194	1
30617	1
30173	1
30487	1
26041	0
30323	0
30626	4
30522	0
30571	0
30323	0
30199	4
30597	4
30166	0

29781	0
30203	0
30194	0
30617	0
30173	0
30154	0
18859	0
30156	0
30164	0
27101	0
28245	0
30164	0
7196	0
16699	0
30414	0
2222	0
30514	0
6428	0
16699	0
13783	0
14437	0
30323	0
3250	0
6555	0
30166	0

28245	0
30414	0
18859	0
19296	0
3807	0
1953	0
30323	0
5109	0
30243	0
25854	0
30414	0
30323	0
28373	0
30629	0
10739	0
30417	0
6513	0
25203	0
30166	0

3315	0
6428	0
13910	0
1953	0
30164	0
2446	0
8476	0
23771	0
14696	0
10040	0
28373	0
17331	1
26968	1
30417	0
18859	0
13904	0
4596	0
9641	0
18843	0
10040	0
30417	0
28245	0
30166	0

14170	0
26041	0
30417	0
28373	0
28245	1
30487	1
12069	0
30565	0
26237	0
2222	0
12147	0
3850	0
7535	0
25774	0
30417	0
28373	0
26688	3
28650	3
24881	3
30180	3
30520	0
27524	0
21858	0
28699	1
30180	1
26627	1
30323	0
28373	0
28245	1
25667	1
29656	1
25594	1
30164	0
26041	0
30417	0
28373	0
18859	1
30487	1
30323	0
30626	4
30414	0
30199	4
30597	4
2222	0
25782	0
30423	0
22317	0
19480	1
27078	1
30174	0
30209	0
30508	0
28699	1
30180	1
27076	1
30164	0
27524	0
18233	1
25774	1
26627	1
30164	0
17625	1
30414	0
17626	1
30164	0
30414	0
30209	0
16187	1
27076	1
30166	0

1908	0
8476	0
5646	0
18342	0
30209	0
29277	0
19480	1
25102	1
14503	0
28373	0
18859	1
30487	1
30164	0
1354	0
23239	0
30417	0
28373	0
28699	1
30180	1
27076	1
30164	0
18507	0
21131	1
30180	1
30166	0

8680	0
27076	0
2222	0
24973	0
5262	0
3434	0
30417	0
18859	0
30414	0
28373	0
17773	0
26661	0
28790	0
30203	0
30194	0
30164	0
30414	0
8793	0
9506	0
11590	0
10171	0
27076	0
30520	0
5937	0
18859	1
30487	1
26041	0
12069	0
26237	0
30417	0
30546	5
30522	0
30571	0
30565	5
30278	5
30166	0

8680	0
2222	0
28373	0
23599	0
3824	0
30417	0
19374	0
18859	1
30487	1
25102	1
9945	0
13796	0
1822	0
30516	0
26910	0
30164	0
30414	0
2315	0
9046	0
30487	1
25102	1
2857	0
3033	0
11197	0
354	0
26656	0
28245	0
30166	0

12155	0
30209	0
25452	3
28650	3
30154	0
24858	0
30156	0
18843	0
7702	0
30388	4
30216	4
30626	4
30414	0
30199	4
30597	4
30486	0
28373	0
21131	1
30180	1
27076	1
30164	0
22184	0
26293	0
26248	0
9506	0
15670	0
10040	0
11555	0
30209	0
29839	0
28560	0
30486	0
30520	0
10171	0
27076	0
30323	0
30626	4
24927	0
30199	4
30597	4
30425	0
10040	0
28373	0
28560	0
4820	0
10171	0
30487	1
25102	1
10850	0
18869	0
1073	0
30323	0
30626	4
30414	0
30199	4
30597	4
30164	0
10350	0
1896	0
28373	0
8793	0
13853	0
30166	0

8184	0
30164	0
10037	0
30432	0
21333	0
25774	0
30520	0
28373	0
21131	1
30180	1
27076	1
2222	0
10127	0
30323	0
30626	4
30164	0
26237	0
6428	0
28613	0
14845	0
6760	0
25444	0
30164	0
30432	0
25774	0
30166	0

1698	0
28373	0
14350	0
25026	0
30417	0
28373	0
21131	3
30180	3
28650	3
5060	0
5331	0
4762	0
10239	0
12847	0
28373	0
29839	0
75	0
30626	4
30414	0
30199	4
30597	4
1923	0
30323	0
29175	0
9660	0
30166	0

26132	1
26439	1
30499	0
6760	0
26223	0
30520	0
12400	0
28816	0
30404	4
30597	4
12069	0
14595	0
30522	0
30571	0
28225	0
25242	0
30417	0
30280	4
30597	4
30166	0

24097	0
30154	0
21523	0
30156	0
25242	0
30414	0
26132	3
8793	0
4611	0
13397	0
30520	0
28896	0
10192	0
30323	0
26223	0
30520	0
30404	0
30338	0
12400	0
7203	0
28816	0
3967	0
2440	0
27470	0
26132	3
30499	0
30323	0
30280	4
30597	4
30166	0

3015	0
29388	0
30532	5
30596	5
30597	5
12061	0
29997	0
26223	0
30164	0
14138	0
30499	0
30417	0
26547	0
13390	0
30417	0
26132	3
26600	3
30323	0
27925	5
28931	5
30166	0

9407	0
6168	0
30417	0
26132	1
26439	1
25515	0
30520	0
2808	0
29997	0
26223	0
14669	0
25242	0
26399	0
30571	0
15351	0
28816	0
19374	0
25017	0
2001	0
30417	0
26889	0
25242	0
30423	0
5750	0
22571	0
30596	4
30597	4
30425	0
28816	0
26889	1
26439	1
13416	0
30423	0
30281	3
